üüritused,üritused
ennast,endast
erinevades,erinevates
esti,eesti
Gorbatshov,Gorbatšov
gruppi,grupi
gruppis,grupis
hakas,hakkas
hakkatakse,hakatakse
heat,head
hooaga,hooga
hooguga,hooga
Hrustshovi,Hruštšovi
hund,hunt
huvitavad,huvitavaid
Idamast,Idamaad
informatsioone,informatsiooni
inimesega,inimestega
inimest,inimesi
instrumentid,instrumendid
jaganud,jagatud
jures,juures
jõudma,jõudes
jätis,jättis
jääb,on jäänud
kaivad,käivad
kardasin,kartsin
kardis,kartis
kardsin,kartsin
kauplus,kaupluses
kaupluses,kauplusse
keelt,keel
kelt,keelt
kesklinnasse,kesklinna
kiirte,kiirtee
kinno,kinno
koike,kõike
kolaseks,kollaseks
kolmkümend,kolmkümmend
kolmküment,kolmkümmend
konkurssi,konkursi
kort,kord
kurs,kursus
kusk,kuusk
kõigidega,kõikidega
kõigidel,kõikidel
kõik,kõik
käisin,käisin
käsitse,käsitsi
küllas,külas
kümend,kümmend
küsiks,küsis
lammas,lamas
laulamine,laulmine
laulas,laulis
laulde,laulude
lauluvad,laulavad
lektoorid,lektorid
lennukjaam,lennujaam
liikub,liigub
liingile,lingile
lille,lilli
loengudest,loengutest
läbi,läbi
Läänemast,Läänemaast
lüsikas,lusikas
makaroonid,makaronid
maksu,maksu
meeldinud,meeldinud
Meiel,meil
meiele,meile
meldis,meeldis
mere,meri
model,mudel
murdab,murrab
muusikad,muusikat
mõttet,mõtted
mööblid,mööblit
nagid,nägid
Naiteks,Näiteks
need,nad
ni,nii
niimodi,niimoodi
Niimodi,Niimoodi
nime,nimi
nimet,nimelt
nimi,nime
nissugune,niisugune
nägi,ei näegi
nägisid,nägid
näided,näited
ola,olla
